INFO:root:Namespace(batch_size=50, beta=2.5, clip=10, device=device(type='cuda'), epochs=1000, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=3, save_every=100, version='v0', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 1000 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:371724.626, 250.572, 371098.193
INFO:root:336959.362, 250.220, 336333.811
INFO:root:270390.741, 4406.623, 259374.185
INFO:root:217652.190, 5711.551, 203373.312
INFO:root:209441.659, 5739.233, 195093.576
INFO:root:205465.466, 5797.243, 190972.358
INFO:root:201958.544, 5818.955, 187411.157
INFO:root:199594.107, 5827.204, 185026.097
INFO:root:197498.160, 5838.674, 182901.475
INFO:root:194944.554, 5839.485, 180345.840
INFO:root:193661.683, 5827.057, 179094.040
INFO:root:191973.097, 5825.257, 177409.954
INFO:root:190860.630, 5771.230, 176432.555
INFO:root:189443.074, 5642.488, 175336.853
INFO:root:187754.253, 5543.065, 173896.591
INFO:root:186529.379, 5511.272, 172751.199
INFO:root:184692.751, 5457.313, 171049.467
INFO:root:183799.512, 5423.781, 170240.060
INFO:root:182185.663, 5330.848, 168858.544
INFO:root:180578.322, 5233.142, 167495.468
INFO:root:179452.931, 5147.476, 166584.242
INFO:root:178172.986, 5120.874, 165370.800
INFO:root:176901.354, 5086.525, 164185.041
INFO:root:176094.063, 5072.397, 163413.070
INFO:root:174791.720, 5072.606, 162110.206
INFO:root:173954.767, 5022.519, 161398.470
INFO:root:172952.715, 4991.742, 160473.360
INFO:root:171943.013, 4918.825, 159645.952
INFO:root:170570.150, 4879.259, 158372.002
INFO:root:169461.595, 4791.725, 157482.283
INFO:root:167941.372, 4695.318, 156203.076
INFO:root:167352.225, 4577.191, 155909.247
INFO:root:166253.362, 4485.249, 155040.241
INFO:root:164897.331, 4401.625, 153893.268
INFO:root:163991.825, 4310.962, 153214.422
INFO:root:162558.330, 4270.287, 151882.611
INFO:root:161756.479, 4234.334, 151170.644
INFO:root:161188.724, 4200.583, 150687.266
INFO:root:159788.033, 4185.374, 149324.599
INFO:root:158911.263, 4152.293, 148530.529
INFO:root:157958.693, 4113.708, 147674.422
INFO:root:157465.107, 4100.933, 147212.774
INFO:root:156416.784, 4080.303, 146216.027
INFO:root:155763.690, 4063.012, 145606.161
INFO:root:154542.040, 4058.167, 144396.621
INFO:root:154155.541, 4041.700, 144051.291
INFO:root:153435.699, 4038.341, 143339.847
INFO:root:152147.176, 3996.802, 142155.170
INFO:root:151656.616, 4023.956, 141596.726
INFO:root:150469.132, 3990.794, 140492.148
INFO:root:149879.646, 3976.625, 139938.083
INFO:root:149451.761, 3979.167, 139503.844
INFO:root:148694.747, 3964.020, 138784.696
INFO:root:147892.610, 3955.293, 138004.377
INFO:root:147294.504, 3947.810, 137424.979
INFO:root:146448.545, 3944.878, 136586.350
INFO:root:145863.234, 3955.877, 135973.542
INFO:root:145020.232, 3938.520, 135173.932
INFO:root:144513.244, 3916.060, 134723.093
INFO:root:143597.986, 3914.459, 133811.839
INFO:root:143234.882, 3920.646, 133433.266
INFO:root:142456.569, 3900.569, 132705.146
INFO:root:141732.692, 3916.845, 131940.578
INFO:root:141109.671, 3902.476, 131353.481
INFO:root:140647.559, 3895.949, 130907.687
INFO:root:140032.298, 3900.806, 130280.283
INFO:root:139521.017, 3896.263, 129780.359
INFO:root:138949.672, 3884.409, 129238.649
INFO:root:138438.341, 3888.853, 128716.208
INFO:root:137827.343, 3902.009, 128072.321
INFO:root:137157.646, 3867.248, 127489.527
INFO:root:136965.241, 3873.522, 127281.436
INFO:root:136689.906, 3877.368, 126996.486
INFO:root:135788.265, 3857.793, 126143.784
INFO:root:134931.462, 3863.804, 125271.953
INFO:root:134675.785, 3848.148, 125055.414
INFO:root:134016.976, 3830.005, 124441.963
INFO:root:133552.458, 3842.632, 123945.877
INFO:root:133128.086, 3836.612, 123536.556
INFO:root:132799.772, 3833.633, 123215.690
INFO:root:132677.827, 3833.310, 123094.551
INFO:root:131771.394, 3822.872, 122214.212
INFO:root:131635.661, 3813.647, 122101.544
INFO:root:130670.230, 3809.157, 121147.336
INFO:root:130430.572, 3803.450, 120921.946
INFO:root:130055.154, 3813.825, 120520.592
INFO:root:130078.102, 3801.812, 120573.571
INFO:root:129208.503, 3805.707, 119694.235
INFO:root:128871.607, 3798.866, 119374.441
INFO:root:128584.900, 3798.217, 119089.358
INFO:root:128413.614, 3793.744, 118929.254
INFO:root:127729.307, 3792.274, 118248.621
INFO:root:127410.179, 3780.953, 117957.795
INFO:root:126618.962, 3751.829, 117239.390
INFO:root:126518.545, 3774.262, 117082.888
INFO:root:126608.789, 3772.771, 117176.861
INFO:root:126176.009, 3745.081, 116813.306
INFO:root:125652.691, 3754.355, 116266.804
INFO:root:125062.986, 3743.689, 115703.764
INFO:root:124921.263, 3758.930, 115523.938
INFO:root:124911.578, 3753.027, 115529.010
INFO:root:124308.276, 3735.822, 114968.721
INFO:root:123866.681, 3726.502, 114550.427
INFO:root:123620.943, 3728.741, 114299.090
INFO:root:123119.638, 3715.145, 113831.776
INFO:root:122924.803, 3715.831, 113635.224
INFO:root:122566.794, 3715.366, 113278.379
INFO:root:122468.641, 3711.984, 113188.681
INFO:root:121953.102, 3705.427, 112689.535
INFO:root:122102.095, 3718.902, 112804.839
INFO:root:121367.297, 3693.483, 112133.590
INFO:root:121582.718, 3697.488, 112338.997
INFO:root:120826.668, 3684.022, 111616.613
INFO:root:120457.945, 3675.595, 111268.957
INFO:root:120155.323, 3661.854, 111000.689
INFO:root:120043.744, 3671.583, 110864.786
INFO:root:119946.085, 3667.688, 110776.865
INFO:root:119226.518, 3667.894, 110056.784
INFO:root:119511.036, 3658.903, 110363.777
INFO:root:119174.212, 3652.837, 110042.119
INFO:root:119124.875, 3650.533, 109998.542
INFO:root:118620.940, 3649.110, 109498.165
INFO:root:118262.971, 3646.789, 109145.999
INFO:root:118261.744, 3644.377, 109150.801
INFO:root:117871.695, 3635.055, 108784.058
INFO:root:117503.812, 3631.033, 108426.228
INFO:root:117660.774, 3616.496, 108619.533
INFO:root:117274.293, 3614.431, 108238.216
INFO:root:116964.739, 3622.821, 107907.685
INFO:root:116385.353, 3607.216, 107367.313
INFO:root:116445.550, 3618.447, 107399.432
INFO:root:116308.203, 3605.216, 107295.164
INFO:root:115953.725, 3596.455, 106962.588
INFO:root:115784.985, 3593.842, 106800.381
INFO:root:115949.300, 3601.467, 106945.634
INFO:root:115135.623, 3579.057, 106187.981
INFO:root:115474.761, 3582.642, 106518.156
INFO:root:114965.612, 3580.003, 106015.605
INFO:root:114845.726, 3573.903, 105910.968
INFO:root:114445.189, 3558.571, 105548.762
INFO:root:114590.207, 3564.711, 105678.431
INFO:root:114296.449, 3560.399, 105395.451
INFO:root:114043.017, 3544.422, 105181.963
INFO:root:113763.373, 3560.217, 104862.831
INFO:root:113954.867, 3542.619, 105098.319
INFO:root:113839.905, 3534.487, 105003.686
INFO:root:113242.697, 3538.129, 104397.374
INFO:root:112868.210, 3522.383, 104062.253
INFO:root:113165.933, 3534.510, 104329.658
INFO:root:112588.217, 3526.791, 103771.240
INFO:root:112673.368, 3527.423, 103854.811
INFO:root:112822.717, 3534.734, 103985.882
INFO:root:112066.844, 3518.474, 103270.658
INFO:root:112249.126, 3503.693, 103489.892
INFO:root:111765.937, 3486.923, 103048.629
INFO:root:111625.468, 3486.792, 102908.488
INFO:root:111381.962, 3491.781, 102652.510
INFO:root:111477.844, 3493.018, 102745.299
INFO:root:111205.181, 3483.394, 102496.696
INFO:root:111578.879, 3480.080, 102878.681
INFO:root:111067.689, 3480.041, 102367.587
INFO:root:110961.696, 3485.740, 102247.345
INFO:root:110578.658, 3464.364, 101917.748
INFO:root:110418.593, 3464.563, 101757.186
INFO:root:109943.563, 3451.758, 101314.168
INFO:root:109948.206, 3446.716, 101331.415
INFO:root:110088.880, 3450.857, 101461.737
INFO:root:110255.558, 3471.031, 101577.980
INFO:root:109903.172, 3452.176, 101272.732
INFO:root:109699.664, 3447.224, 101081.605
INFO:root:109237.392, 3436.936, 100645.051
INFO:root:109342.100, 3429.812, 100767.570
INFO:root:109385.127, 3430.174, 100809.692
INFO:root:108824.837, 3415.682, 100285.633
INFO:root:108591.672, 3403.991, 100081.694
INFO:root:108997.107, 3409.744, 100472.746
INFO:root:108301.994, 3413.858, 99767.348
INFO:root:108508.139, 3405.478, 99994.443
INFO:root:108326.303, 3395.589, 99837.330
INFO:root:108516.733, 3395.528, 100027.914
