INFO:root:Namespace(batch_size=50, beta=1.5, clip=10, device=device(type='cuda'), epochs=1000, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=3, save_every=1, version='v0', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 1000 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:372856.415, 420.424, 372225.778
INFO:root:337496.580, 211.262, 337179.686
INFO:root:271008.160, 4949.036, 263584.607
INFO:root:211100.569, 6517.307, 201324.609
INFO:root:201002.205, 6489.020, 191268.675
INFO:root:197169.397, 6597.904, 187272.541
INFO:root:193240.052, 6718.278, 183162.634
INFO:root:190278.702, 6832.580, 180029.832
INFO:root:187379.723, 6944.007, 176963.712
INFO:root:184324.028, 7009.094, 173810.387
INFO:root:181715.450, 7011.336, 171198.446
INFO:root:179164.342, 6812.771, 168945.185
INFO:root:176784.920, 6647.694, 166813.379
INFO:root:174119.074, 6444.946, 164451.656
INFO:root:171892.963, 6149.148, 162669.241
INFO:root:169306.829, 5859.620, 160517.398
INFO:root:167165.896, 5708.840, 158602.635
INFO:root:165053.119, 5680.810, 156531.904
INFO:root:163497.436, 5629.794, 155052.745
INFO:root:162021.833, 5606.685, 153611.806
INFO:root:159934.614, 5598.951, 151536.189
INFO:root:158534.416, 5584.035, 150158.364
INFO:root:156870.591, 5575.514, 148507.321
INFO:root:155736.952, 5566.921, 147386.571
INFO:root:153781.039, 5566.774, 145430.878
INFO:root:152818.213, 5548.642, 144495.250
INFO:root:151493.996, 5567.880, 143142.176
INFO:root:150571.416, 5558.207, 142234.106
INFO:root:148772.884, 5565.084, 140425.257
INFO:root:147423.840, 5569.628, 139069.398
INFO:root:146462.370, 5554.177, 138131.106
INFO:root:144787.894, 5563.128, 136443.202
INFO:root:144371.587, 5558.215, 136034.266
INFO:root:142943.164, 5557.882, 134606.341
INFO:root:141838.368, 5564.297, 133491.923
INFO:root:141062.809, 5559.166, 132724.060
INFO:root:140005.289, 5548.164, 131683.042
INFO:root:138704.667, 5547.705, 130383.109
INFO:root:137549.213, 5567.296, 129198.269
INFO:root:136950.501, 5565.643, 128602.037
INFO:root:136106.078, 5555.676, 127772.563
INFO:root:135276.871, 5561.257, 126934.984
INFO:root:134814.746, 5563.630, 126469.301
INFO:root:133229.226, 5556.453, 124894.548
INFO:root:132386.804, 5555.104, 124054.147
INFO:root:131942.606, 5542.359, 123629.067
INFO:root:130822.213, 5565.303, 122474.258
INFO:root:129773.444, 5550.686, 121447.416
INFO:root:129337.214, 5547.987, 121015.234
INFO:root:128644.019, 5542.709, 120329.955
INFO:root:127556.313, 5540.777, 119245.148
