INFO:root:Namespace(batch_size=50, beta=2.0, clip=10, device=device(type='cuda'), epochs=1000, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=3, save_every=1, version='v0', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 1000 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:371860.681, 286.211, 371288.260
INFO:root:331612.394, 866.612, 329879.171
INFO:root:243242.057, 5528.353, 232185.351
INFO:root:209018.599, 6109.642, 196799.315
INFO:root:202660.426, 5966.452, 190727.521
INFO:root:199245.727, 5955.880, 187333.967
INFO:root:195703.232, 5819.634, 184063.965
INFO:root:192507.049, 5689.703, 181127.644
INFO:root:189840.094, 5449.311, 178941.473
INFO:root:186865.656, 5098.165, 176669.327
INFO:root:184370.034, 4840.606, 174688.822
INFO:root:182029.543, 4659.690, 172710.163
INFO:root:179993.506, 4711.050, 170571.407
INFO:root:177937.833, 4770.022, 168397.790
INFO:root:175960.852, 4828.590, 166303.674
INFO:root:174149.039, 4902.176, 164344.687
INFO:root:172341.791, 4923.067, 162495.657
INFO:root:170458.614, 4935.273, 160588.067
INFO:root:168784.981, 4925.129, 158934.724
INFO:root:167066.024, 4920.120, 157225.782
INFO:root:166144.672, 4942.484, 156259.704
INFO:root:164027.570, 4936.501, 154154.568
INFO:root:162681.478, 4944.816, 152791.846
INFO:root:161285.397, 4931.417, 151422.561
INFO:root:160018.382, 4932.026, 150154.329
INFO:root:158712.436, 4916.712, 148879.012
INFO:root:157514.346, 4885.402, 147743.542
INFO:root:156160.937, 4853.518, 146453.901
INFO:root:155036.421, 4859.514, 145317.393
INFO:root:153510.905, 4849.333, 143812.239
INFO:root:152602.903, 4834.126, 142934.652
INFO:root:151386.006, 4838.142, 141709.722
INFO:root:150210.139, 4817.320, 140575.498
INFO:root:149296.670, 4792.216, 139712.238
INFO:root:147969.607, 4787.963, 138393.681
INFO:root:147292.521, 4798.754, 137695.013
INFO:root:145823.217, 4779.432, 136264.353
INFO:root:144918.556, 4755.248, 135408.060
INFO:root:143738.299, 4775.986, 134186.326
INFO:root:143005.270, 4765.991, 133473.287
INFO:root:141807.072, 4759.961, 132287.150
INFO:root:141066.191, 4747.992, 131570.205
INFO:root:140366.062, 4757.304, 130851.453
INFO:root:139080.442, 4732.673, 129615.095
INFO:root:138139.850, 4721.738, 128696.374
INFO:root:137730.646, 4726.389, 128277.869
INFO:root:136599.471, 4724.726, 127150.019
INFO:root:135526.791, 4697.736, 126131.319
INFO:root:135053.670, 4684.048, 125685.574
INFO:root:133727.744, 4678.874, 124369.996
INFO:root:133389.993, 4690.782, 124008.429
INFO:root:132874.265, 4660.767, 123552.730
INFO:root:131635.492, 4657.435, 122320.622
INFO:root:131015.214, 4651.130, 121712.954
INFO:root:130623.700, 4637.753, 121348.194
INFO:root:130065.412, 4635.094, 120795.225
INFO:root:129334.410, 4638.036, 120058.338
INFO:root:128926.328, 4599.904, 119726.521
INFO:root:128137.214, 4604.905, 118927.403
INFO:root:127008.395, 4610.634, 117787.128
INFO:root:126744.528, 4591.307, 117561.914
INFO:root:125966.433, 4584.452, 116797.529
INFO:root:125531.809, 4572.120, 116387.568
INFO:root:124792.585, 4587.849, 115616.887
INFO:root:124140.974, 4548.544, 115043.886
INFO:root:123463.549, 4547.189, 114369.170
INFO:root:123218.901, 4565.178, 114088.545
INFO:root:122778.263, 4529.161, 113719.941
INFO:root:122471.729, 4559.153, 113353.424
INFO:root:122026.899, 4539.667, 112947.566
INFO:root:121509.002, 4518.762, 112471.478
INFO:root:121542.110, 4513.901, 112514.307
INFO:root:120398.850, 4514.392, 111370.066
INFO:root:119927.384, 4496.221, 110934.942
INFO:root:119679.676, 4489.989, 110699.698
INFO:root:118986.149, 4485.246, 110015.658
INFO:root:118772.605, 4472.370, 109827.865
INFO:root:117907.177, 4472.824, 108961.529
INFO:root:117831.633, 4471.911, 108887.810
INFO:root:117810.429, 4461.644, 108887.141
INFO:root:117146.155, 4438.099, 108269.957
INFO:root:116729.163, 4440.539, 107848.085
INFO:root:116025.105, 4430.918, 107163.270
INFO:root:115981.909, 4426.237, 107129.434
INFO:root:114916.190, 4421.945, 106072.299
INFO:root:115172.287, 4417.054, 106338.180
INFO:root:115146.896, 4408.901, 106329.095
INFO:root:114600.809, 4408.489, 105783.830
INFO:root:114554.077, 4412.745, 105728.588
INFO:root:113598.712, 4397.612, 104803.487
INFO:root:113679.783, 4383.593, 104912.596
INFO:root:113432.455, 4381.900, 104668.655
INFO:root:113034.713, 4373.277, 104288.160
INFO:root:112299.439, 4355.215, 103589.008
INFO:root:112349.106, 4365.277, 103618.551
INFO:root:111980.431, 4362.079, 103256.273
INFO:root:111247.747, 4328.587, 102590.572
INFO:root:111131.986, 4321.896, 102488.194
INFO:root:110873.396, 4329.869, 102213.659
INFO:root:111017.031, 4329.122, 102358.787
INFO:root:110559.478, 4321.137, 101917.204
INFO:root:110479.939, 4334.666, 101810.607
INFO:root:110191.355, 4318.074, 101555.205
INFO:root:109574.969, 4300.895, 100973.178
INFO:root:109815.886, 4303.406, 101209.074
INFO:root:109483.205, 4277.437, 100928.331
INFO:root:108896.623, 4279.716, 100337.191
INFO:root:108726.696, 4274.358, 100177.981
INFO:root:108506.960, 4277.127, 99952.706
INFO:root:108388.962, 4272.492, 99843.978
INFO:root:107771.402, 4256.951, 99257.500
INFO:root:107647.258, 4255.230, 99136.799
INFO:root:107653.811, 4256.833, 99140.146
INFO:root:107486.355, 4238.651, 99009.053
INFO:root:107087.562, 4222.256, 98643.051
INFO:root:107189.650, 4245.294, 98699.062
INFO:root:106795.115, 4226.597, 98341.921
INFO:root:106502.995, 4207.860, 98087.276
INFO:root:106490.593, 4222.536, 98045.520
INFO:root:105640.398, 4186.136, 97268.126
INFO:root:105498.171, 4213.271, 97071.630
INFO:root:105896.421, 4185.105, 97526.212
INFO:root:105487.588, 4191.509, 97104.569
INFO:root:105171.323, 4180.026, 96811.272
INFO:root:104953.565, 4186.298, 96580.969
INFO:root:104814.495, 4181.127, 96452.241
INFO:root:104880.836, 4173.710, 96533.415
INFO:root:104360.898, 4166.576, 96027.746
INFO:root:104455.011, 4161.764, 96131.483
INFO:root:104328.332, 4154.362, 96019.608
INFO:root:104048.159, 4146.824, 95754.512
INFO:root:104353.583, 4160.827, 96031.928
INFO:root:103648.347, 4128.794, 95390.758
INFO:root:103925.403, 4137.782, 95649.838
INFO:root:102991.207, 4120.576, 94750.056
INFO:root:102717.205, 4119.123, 94478.958
INFO:root:102519.724, 4105.490, 94308.743
INFO:root:102959.197, 4104.002, 94751.193
INFO:root:102707.880, 4117.714, 94472.453
INFO:root:102377.985, 4107.994, 94161.998
INFO:root:102543.149, 4094.790, 94353.569
INFO:root:102209.443, 4089.661, 94030.121
INFO:root:102338.277, 4081.826, 94174.624
INFO:root:101952.422, 4085.956, 93780.509
INFO:root:101494.241, 4063.372, 93367.498
INFO:root:101789.060, 4081.554, 93625.952
INFO:root:101447.801, 4081.633, 93284.536
INFO:root:101040.149, 4061.623, 92916.904
INFO:root:100676.710, 4046.516, 92583.678
INFO:root:101060.972, 4057.174, 92946.623
INFO:root:101423.728, 4053.851, 93316.025
INFO:root:100795.103, 4054.013, 92687.077
INFO:root:100681.783, 4041.188, 92599.407
INFO:root:100312.920, 4044.011, 92224.899
INFO:root:100039.734, 4025.379, 91988.976
INFO:root:100386.256, 4026.360, 92333.536
INFO:root:99574.415, 4022.140, 91530.135
INFO:root:99629.161, 4006.118, 91616.926
INFO:root:99772.930, 4016.513, 91739.905
INFO:root:99314.852, 3994.376, 91326.100
INFO:root:99443.403, 3996.150, 91451.102
INFO:root:99544.047, 3996.896, 91550.256
INFO:root:99328.878, 3984.270, 91360.338
INFO:root:99327.677, 4002.525, 91322.627
INFO:root:98901.283, 3988.434, 90924.414
INFO:root:98734.507, 3970.755, 90792.998
INFO:root:98441.107, 3960.554, 90519.999
INFO:root:98576.204, 3976.684, 90622.835
INFO:root:98314.327, 3970.714, 90372.898
INFO:root:98275.532, 3951.851, 90371.831
INFO:root:98398.610, 3969.089, 90460.433
INFO:root:98334.517, 3954.057, 90426.403
INFO:root:97772.881, 3937.761, 89897.360
INFO:root:97753.952, 3950.322, 89853.308
INFO:root:97740.143, 3942.421, 89855.301
INFO:root:97550.824, 3936.910, 89677.004
INFO:root:97163.139, 3916.288, 89330.562
INFO:root:97159.288, 3918.497, 89322.293
INFO:root:97355.333, 3920.253, 89514.827
INFO:root:96982.109, 3908.277, 89165.556
INFO:root:96851.303, 3906.098, 89039.107
INFO:root:96772.658, 3905.420, 88961.818
INFO:root:97353.423, 3921.354, 89510.716
INFO:root:97177.526, 3903.903, 89369.720
INFO:root:96795.643, 3894.784, 89006.074
INFO:root:96302.468, 3882.176, 88538.117
INFO:root:96100.788, 3880.678, 88339.431
INFO:root:96094.476, 3868.962, 88356.553
INFO:root:96495.137, 3882.276, 88730.585
INFO:root:96235.525, 3882.169, 88471.188
INFO:root:95887.013, 3858.868, 88169.276
INFO:root:95869.322, 3863.877, 88141.568
INFO:root:96111.733, 3855.711, 88400.311
INFO:root:95904.399, 3869.206, 88165.986
INFO:root:95876.791, 3852.192, 88172.408
INFO:root:95881.690, 3859.283, 88163.124
INFO:root:95450.075, 3833.380, 87783.315
INFO:root:95100.316, 3830.422, 87439.473
INFO:root:95000.924, 3837.359, 87326.206
INFO:root:94906.917, 3824.965, 87256.987
INFO:root:94825.114, 3821.513, 87182.088
INFO:root:95230.388, 3832.151, 87566.087
INFO:root:94862.830, 3804.164, 87254.501
INFO:root:94530.954, 3814.431, 86902.092
INFO:root:94515.688, 3799.427, 86916.835
INFO:root:94513.018, 3801.268, 86910.483
INFO:root:94649.416, 3807.753, 87033.910
INFO:root:94553.717, 3801.762, 86950.193
INFO:root:94573.332, 3797.211, 86978.910
INFO:root:94382.506, 3809.803, 86762.901
INFO:root:94324.091, 3796.078, 86731.936
INFO:root:94109.129, 3793.170, 86522.789
INFO:root:94096.470, 3795.218, 86506.034
INFO:root:93808.095, 3776.413, 86255.269
