INFO:root:Namespace(batch_size=50, beta=1.5, clip=10, device=device(type='cuda'), epochs=300, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=3, save_every=1, version='v0', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 300 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:565995.511, 1063.515, 376621.331
INFO:root:506415.953, 204.618, 337474.223
INFO:root:423076.805, 6585.625, 277660.786
INFO:root:311117.942, 10480.121, 200425.213
INFO:root:292987.193, 10148.091, 188559.401
INFO:root:284169.621, 10606.371, 182375.499
INFO:root:276402.162, 10764.359, 177091.868
INFO:root:270594.369, 10933.538, 173107.221
INFO:root:266723.624, 11099.522, 170416.068
INFO:root:263179.898, 11367.309, 167875.059
INFO:root:260080.333, 11793.082, 165524.834
INFO:root:256599.546, 12235.406, 162909.427
INFO:root:254403.849, 12525.695, 161252.102
INFO:root:251743.579, 12697.470, 159364.072
INFO:root:248550.742, 12889.917, 157107.217
INFO:root:246800.979, 12977.067, 155882.608
INFO:root:244990.030, 13045.596, 154629.623
INFO:root:241694.195, 13211.996, 152321.466
INFO:root:240029.082, 13216.967, 151208.078
INFO:root:237929.194, 13253.276, 149783.945
INFO:root:236178.381, 13198.838, 148653.029
INFO:root:233774.175, 13222.270, 147034.604
INFO:root:231881.068, 13219.271, 145774.531
INFO:root:230572.235, 13261.379, 144873.904
INFO:root:229385.023, 13295.482, 144059.694
INFO:root:227764.615, 13227.751, 143024.577
INFO:root:226370.991, 13139.397, 142154.396
INFO:root:224846.213, 13028.744, 141211.645
INFO:root:223221.990, 12864.182, 140238.538
INFO:root:221073.327, 12732.279, 138894.032
INFO:root:219678.628, 12696.633, 137987.997
INFO:root:218298.142, 12646.363, 137101.186
INFO:root:216797.397, 12649.337, 136098.707
INFO:root:214770.846, 12677.783, 134728.708
INFO:root:213425.895, 12630.307, 133863.725
INFO:root:212463.537, 12605.576, 133238.642
INFO:root:211261.435, 12557.033, 132469.601
INFO:root:210080.375, 12555.471, 131683.270
INFO:root:208219.822, 12569.236, 130433.723
INFO:root:207327.439, 12527.731, 129866.472
INFO:root:206072.856, 12536.162, 129024.463
INFO:root:205018.513, 12525.976, 128328.357
INFO:root:204184.551, 12462.950, 127814.401
INFO:root:203211.747, 12454.134, 127171.742
INFO:root:201516.691, 12457.402, 126039.525
INFO:root:200544.241, 12490.816, 125368.949
INFO:root:199133.370, 12491.889, 124427.655
INFO:root:198071.633, 12512.283, 123706.232
INFO:root:197385.651, 12499.297, 123257.569
INFO:root:196328.369, 12478.165, 122566.803
INFO:root:195037.662, 12527.671, 121673.327
INFO:root:194457.692, 12483.755, 121315.958
INFO:root:193260.097, 12510.204, 120499.927
INFO:root:192900.961, 12464.604, 120290.905
INFO:root:191634.556, 12477.572, 119437.989
INFO:root:191268.436, 12475.730, 119195.137
INFO:root:189535.394, 12508.212, 118018.121
INFO:root:188147.536, 12512.192, 117090.229
INFO:root:187207.646, 12505.667, 116467.987
INFO:root:186455.263, 12555.463, 115933.200
INFO:root:185729.679, 12521.928, 115471.834
INFO:root:184960.740, 12518.349, 114961.594
INFO:root:184166.489, 12531.835, 114423.103
INFO:root:183307.118, 12549.639, 113838.320
INFO:root:181853.221, 12533.462, 112879.839
INFO:root:181475.698, 12544.915, 112620.521
INFO:root:181094.268, 12512.115, 112388.101
INFO:root:180658.309, 12524.243, 112089.377
INFO:root:179259.301, 12531.887, 111151.610
INFO:root:178110.710, 12536.932, 110382.519
INFO:root:177499.672, 12545.394, 109969.519
INFO:root:176920.065, 12541.099, 109585.978
INFO:root:176475.013, 12516.782, 109305.487
INFO:root:176180.215, 12545.578, 109089.759
INFO:root:174278.401, 12535.980, 107828.280
INFO:root:174023.793, 12508.303, 107676.993
INFO:root:173970.357, 12522.265, 107632.062
INFO:root:173350.051, 12505.206, 107229.896
INFO:root:171539.654, 12542.405, 105998.166
INFO:root:171256.546, 12515.555, 105827.327
INFO:root:170255.592, 12530.422, 105150.115
INFO:root:170229.505, 12508.363, 105147.428
INFO:root:169975.580, 12515.042, 104973.692
INFO:root:168832.649, 12513.108, 104213.027
INFO:root:167663.912, 12507.363, 103437.699
INFO:root:167985.924, 12514.548, 103647.584
INFO:root:167651.655, 12495.339, 103437.544
INFO:root:167303.940, 12505.818, 103198.748
INFO:root:165780.867, 12472.085, 102205.854
INFO:root:164982.930, 12511.000, 101647.953
INFO:root:164417.708, 12485.083, 101288.417
INFO:root:164337.678, 12496.686, 101227.327
INFO:root:164409.800, 12481.938, 101285.242
INFO:root:164620.684, 12481.325, 101426.239
INFO:root:162898.383, 12472.061, 100284.215
INFO:root:162026.793, 12464.702, 99708.060
INFO:root:161901.863, 12457.030, 99629.889
INFO:root:161288.397, 12464.607, 99215.860
INFO:root:161244.524, 12454.097, 99193.618
INFO:root:160818.585, 12465.869, 98901.810
INFO:root:160170.303, 12436.504, 98489.199
INFO:root:160186.669, 12445.445, 98494.150
INFO:root:159607.412, 12437.121, 98113.528
INFO:root:158916.855, 12412.167, 97669.792
INFO:root:158328.808, 12399.368, 97286.294
INFO:root:157968.906, 12419.097, 97033.206
INFO:root:157818.312, 12421.844, 96930.979
INFO:root:158270.599, 12394.147, 97250.968
INFO:root:157258.849, 12406.755, 96568.064
INFO:root:156788.439, 12397.718, 96260.481
INFO:root:155609.126, 12364.785, 95496.227
INFO:root:156507.151, 12387.159, 96079.995
INFO:root:156192.127, 12349.761, 95894.911
INFO:root:155076.721, 12363.790, 95141.954
INFO:root:155226.266, 12375.409, 95233.904
INFO:root:154708.554, 12350.438, 94905.410
INFO:root:153936.369, 12380.400, 94370.645
INFO:root:153425.814, 12350.154, 94050.439
INFO:root:153598.257, 12350.241, 94165.344
INFO:root:153264.897, 12327.519, 93958.252
INFO:root:153069.156, 12328.611, 93827.030
