INFO:root:Namespace(batch_size=50, beta=0.1, clip=10, device=device(type='cuda'), epochs=100, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=1, save_every=100, step_size=1000000, version='v1', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 100 epochs.
INFO:root:Train Loss, KLD, MSE
INFO:root:2026.89507107, 5171.12751231, 1509.78232354
INFO:root:1024.83015984, 32.10123742, 1021.62003852
INFO:root:929.43548109, 40.60091558, 925.37538690
INFO:root:872.03208449, 69.50620732, 865.08146328
INFO:root:832.66455248, 86.59302495, 824.00524902
INFO:root:802.25529344, 94.66585295, 792.78870680
INFO:root:778.28205770, 105.13694496, 767.76836514
INFO:root:758.37914157, 118.00976406, 746.57816399
INFO:root:740.66788330, 121.98316383, 728.46956651
INFO:root:725.81927965, 128.20004005, 712.99927538
INFO:root:712.12007582, 128.68648309, 699.25142687
INFO:root:700.40742052, 131.11725006, 687.29569600
INFO:root:689.18130188, 132.38005528, 675.94329732
INFO:root:678.66009894, 132.41267120, 665.41883341
INFO:root:668.16081509, 134.97938796, 654.66287706
INFO:root:659.34083286, 135.28021812, 645.81281230
INFO:root:649.95378893, 135.13135173, 636.44065416
INFO:root:641.44830797, 138.28673138, 627.61963603
INFO:root:633.93909098, 140.24039023, 619.91505161
INFO:root:626.72851834, 139.87803391, 612.74071418
INFO:root:618.91285773, 141.01840719, 604.81101922
INFO:root:610.82672729, 141.96392754, 596.63033413
INFO:root:603.47311096, 143.83271116, 589.08984036
INFO:root:598.14212070, 146.48860508, 583.49325867
INFO:root:591.24068637, 147.03175723, 576.53751085
INFO:root:585.52602064, 150.67124939, 570.45889655
INFO:root:580.24643012, 153.18908912, 564.92752041
INFO:root:574.02286072, 153.23572515, 558.69928826
INFO:root:568.99954088, 154.60955039, 553.53858575
INFO:root:564.20461561, 153.60425839, 548.84419013
INFO:root:558.52005598, 157.87696771, 542.73235914
INFO:root:553.21864488, 158.90538186, 537.32810822
INFO:root:548.58764615, 159.74900360, 532.61274872
INFO:root:544.36258325, 159.43181983, 528.41940053
INFO:root:540.26590983, 161.34984300, 524.13092482
INFO:root:538.14095086, 162.47122913, 521.89382629
INFO:root:532.85395525, 161.07757806, 516.74619887
INFO:root:528.75929633, 162.46236877, 512.51305966
INFO:root:525.04513194, 164.16249339, 508.62888455
INFO:root:521.59324663, 164.68207864, 505.12503781
INFO:root:517.21833072, 164.49506573, 500.76882358
INFO:root:514.85505795, 165.99643156, 498.25541467
INFO:root:512.16675364, 164.45422406, 495.72133331
INFO:root:508.64260305, 166.76035707, 491.96656850
INFO:root:506.16712630, 168.00878999, 489.36624688
INFO:root:502.85349952, 168.75129225, 485.97837050
INFO:root:499.44160529, 168.90772663, 482.55083279
INFO:root:497.35377316, 170.97223341, 480.25654941
INFO:root:493.62599487, 169.30890622, 476.69510413
INFO:root:490.82072415, 169.33874664, 473.88685048
INFO:root:489.43902418, 171.69015283, 472.27001055
INFO:root:485.73512845, 171.71740926, 468.56338806
INFO:root:483.18817664, 171.27845832, 466.06033173
INFO:root:481.27655453, 171.81294072, 464.09526062
INFO:root:478.64957513, 171.14110811, 461.53546363
INFO:root:477.34147932, 175.14404577, 459.82707469
INFO:root:474.71691301, 172.94000109, 457.42291243
INFO:root:471.89667562, 172.79653422, 454.61702186
INFO:root:470.91606276, 174.26528634, 453.48953349
INFO:root:468.32202861, 174.81500397, 450.84052836
INFO:root:466.15942637, 175.14527130, 448.64490136
INFO:root:464.06615194, 173.89864375, 446.67628649
INFO:root:461.81747233, 174.96467336, 444.32100508
INFO:root:459.22471551, 175.34861467, 441.68985375
INFO:root:457.04197930, 175.89488593, 439.45249057
