INFO:root:Namespace(batch_size=50, beta=2.5, clip=10, device=device(type='cuda'), epochs=1000, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=1, save_every=100, version='v1', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 1000 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:371543.417, 197.371, 371049.989
INFO:root:228932.612, 903.254, 226674.478
INFO:root:196043.619, 1149.867, 193168.951
INFO:root:186518.317, 1521.927, 182713.499
INFO:root:179592.939, 1946.054, 174727.804
INFO:root:174297.856, 2276.094, 168607.621
INFO:root:169891.392, 2506.582, 163624.936
INFO:root:166089.652, 2690.566, 159363.236
INFO:root:162398.361, 2834.541, 155312.008
INFO:root:159902.696, 2915.118, 152614.902
INFO:root:157298.722, 2980.495, 149847.485
INFO:root:155049.820, 3052.591, 147418.343
INFO:root:152894.655, 3109.906, 145119.891
INFO:root:151007.218, 3142.287, 143151.500
INFO:root:149487.694, 3197.230, 141494.619
INFO:root:147691.555, 3223.055, 139633.917
INFO:root:146153.154, 3243.003, 138045.648
INFO:root:144944.767, 3271.911, 136764.989
INFO:root:143419.169, 3279.288, 135220.950
INFO:root:142625.613, 3310.767, 134348.694
INFO:root:141133.309, 3327.819, 132813.760
INFO:root:139993.421, 3348.885, 131621.209
INFO:root:138677.073, 3370.680, 130250.373
INFO:root:137904.295, 3380.279, 129453.598
INFO:root:136859.443, 3390.450, 128383.318
INFO:root:135970.986, 3395.555, 127482.097
INFO:root:135291.964, 3408.491, 126770.737
INFO:root:133891.929, 3420.711, 125340.152
INFO:root:133247.983, 3439.555, 124649.095
INFO:root:132361.932, 3448.941, 123739.581
INFO:root:131599.433, 3445.479, 122985.736
INFO:root:131030.891, 3445.669, 122416.718
INFO:root:130058.794, 3459.890, 121409.070
INFO:root:129250.149, 3473.647, 120566.031
INFO:root:128574.151, 3465.831, 119909.572
INFO:root:127767.385, 3469.427, 119093.817
INFO:root:127773.879, 3474.469, 119087.706
INFO:root:126678.831, 3477.684, 117984.622
INFO:root:126036.314, 3486.704, 117319.552
INFO:root:125405.377, 3494.187, 116669.909
INFO:root:125074.094, 3486.444, 116357.985
INFO:root:124484.040, 3492.766, 115752.125
INFO:root:123922.136, 3486.705, 115205.373
INFO:root:123327.483, 3491.366, 114599.069
INFO:root:122852.858, 3484.141, 114142.505
INFO:root:122550.288, 3480.398, 113849.293
INFO:root:121573.793, 3491.547, 112844.925
INFO:root:121465.436, 3485.191, 112752.458
INFO:root:121141.372, 3482.502, 112435.118
INFO:root:120545.247, 3472.321, 111864.446
INFO:root:119864.732, 3479.479, 111166.033
INFO:root:119457.712, 3473.545, 110773.849
INFO:root:118920.959, 3481.677, 110216.766
INFO:root:118634.333, 3481.436, 109930.744
INFO:root:118199.689, 3474.065, 109514.526
INFO:root:118007.823, 3465.832, 109343.243
INFO:root:117573.534, 3467.760, 108904.133
INFO:root:117125.083, 3459.300, 108476.833
INFO:root:116571.933, 3453.978, 107936.988
INFO:root:116301.466, 3461.299, 107648.219
INFO:root:116061.639, 3456.734, 107419.805
INFO:root:115785.220, 3446.894, 107167.984
INFO:root:115328.163, 3442.264, 106722.504
INFO:root:115425.322, 3434.817, 106838.279
INFO:root:114388.976, 3436.377, 105798.034
INFO:root:114372.475, 3434.616, 105785.934
INFO:root:113846.474, 3427.655, 105277.336
INFO:root:113601.856, 3426.334, 105036.021
INFO:root:113623.753, 3419.121, 105075.950
INFO:root:113049.779, 3414.401, 104513.778
INFO:root:112479.429, 3399.647, 103980.312
INFO:root:112315.722, 3409.008, 103793.202
INFO:root:112178.227, 3399.612, 103679.197
INFO:root:111903.983, 3400.808, 103401.964
INFO:root:111576.699, 3393.171, 103093.771
INFO:root:111540.261, 3392.815, 103058.224
