INFO:root:Namespace(batch_size=50, beta=1.0, clip=10, device=device(type='cuda'), epochs=1000, hdim=1024, learning_rate=0.001, model='VRNN', nlayers=1, save_every=1, version='v1', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 1000 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:382355.871, 1610.292, 380745.578
INFO:root:296416.816, 773.336, 295643.480
INFO:root:203771.867, 2796.502, 200975.366
INFO:root:188789.157, 3884.145, 184905.013
INFO:root:179042.418, 4677.878, 174364.539
INFO:root:171886.877, 5261.758, 166625.119
INFO:root:165332.511, 5720.685, 159611.825
INFO:root:160246.062, 6118.611, 154127.450
INFO:root:155780.349, 6416.521, 149363.828
INFO:root:152689.056, 6614.202, 146074.854
INFO:root:149657.606, 6775.100, 142882.507
INFO:root:146803.247, 6929.799, 139873.448
INFO:root:144518.998, 7016.946, 137502.052
INFO:root:142097.568, 7089.881, 135007.687
INFO:root:140232.294, 7144.573, 133087.721
INFO:root:138514.495, 7217.908, 131296.587
INFO:root:136908.732, 7280.627, 129628.105
INFO:root:135603.660, 7314.662, 128288.998
INFO:root:133348.348, 7351.392, 125996.955
INFO:root:131876.432, 7407.350, 124469.082
INFO:root:130922.497, 7424.077, 123498.420
INFO:root:129460.172, 7445.069, 122015.103
INFO:root:128150.122, 7464.730, 120685.392
INFO:root:127014.314, 7477.539, 119536.774
INFO:root:126037.586, 7527.380, 118510.206
INFO:root:124666.808, 7537.746, 117129.062
INFO:root:123955.340, 7550.267, 116405.073
INFO:root:122928.427, 7564.596, 115363.831
INFO:root:121832.572, 7583.083, 114249.489
INFO:root:120926.116, 7612.755, 113313.361
INFO:root:120073.774, 7610.163, 112463.611
INFO:root:119399.174, 7613.279, 111785.896
INFO:root:118907.289, 7648.757, 111258.533
INFO:root:118089.653, 7642.864, 110446.789
INFO:root:117136.811, 7643.310, 109493.500
INFO:root:116553.639, 7646.114, 108907.525
INFO:root:115899.067, 7675.591, 108223.476
INFO:root:115183.660, 7650.612, 107533.048
INFO:root:114963.115, 7686.481, 107276.634
INFO:root:114384.859, 7667.043, 106717.816
INFO:root:113527.129, 7702.719, 105824.410
INFO:root:112827.441, 7685.165, 105142.276
INFO:root:112436.450, 7718.659, 104717.792
INFO:root:111894.040, 7705.316, 104188.724
INFO:root:111667.557, 7702.298, 103965.259
INFO:root:110924.500, 7700.151, 103224.349
INFO:root:109894.199, 7702.655, 102191.543
INFO:root:109976.848, 7722.015, 102254.832
INFO:root:109930.336, 7701.874, 102228.461
INFO:root:109270.391, 7696.357, 101574.033
INFO:root:108638.868, 7728.672, 100910.196
INFO:root:108159.718, 7729.838, 100429.880
INFO:root:108122.289, 7720.188, 100402.102
INFO:root:107515.864, 7725.331, 99790.534
INFO:root:107070.434, 7743.169, 99327.265
INFO:root:106662.550, 7728.000, 98934.550
INFO:root:106235.195, 7723.910, 98511.285
INFO:root:106292.978, 7733.732, 98559.246
INFO:root:105650.265, 7727.358, 97922.906
INFO:root:104908.337, 7727.709, 97180.628
INFO:root:104481.053, 7732.878, 96748.175
INFO:root:104689.208, 7730.623, 96958.586
INFO:root:104183.033, 7732.636, 96450.397
INFO:root:104106.590, 7736.684, 96369.906
INFO:root:103585.990, 7717.442, 95868.548
INFO:root:103158.364, 7733.745, 95424.619
INFO:root:102968.892, 7748.972, 95219.921
INFO:root:102707.451, 7737.895, 94969.556
INFO:root:102472.741, 7735.501, 94737.240
INFO:root:102009.443, 7734.504, 94274.939
INFO:root:101899.651, 7714.135, 94185.516
INFO:root:101521.510, 7721.565, 93799.945
INFO:root:101504.461, 7722.423, 93782.038
INFO:root:101748.571, 7713.106, 94035.465
INFO:root:100573.278, 7725.869, 92847.409
INFO:root:100137.731, 7715.160, 92422.572
INFO:root:100238.561, 7713.509, 92525.052
INFO:root:100099.680, 7725.751, 92373.928
INFO:root:100071.637, 7705.071, 92366.567
INFO:root:99774.086, 7707.564, 92066.523
INFO:root:99824.389, 7716.421, 92107.968
INFO:root:99013.201, 7700.896, 91312.305
INFO:root:99085.923, 7690.183, 91395.739
INFO:root:98504.171, 7694.836, 90809.334
INFO:root:98339.639, 7688.088, 90651.551
INFO:root:98409.073, 7684.258, 90724.815
INFO:root:98761.588, 7690.571, 91071.017
INFO:root:97791.032, 7674.129, 90116.902
INFO:root:97491.796, 7690.576, 89801.220
INFO:root:97607.011, 7675.494, 89931.517
INFO:root:97285.341, 7665.854, 89619.487
INFO:root:97039.973, 7673.486, 89366.487
INFO:root:97111.899, 7679.191, 89432.708
INFO:root:96837.369, 7660.514, 89176.856
INFO:root:96737.860, 7670.202, 89067.658
INFO:root:96366.683, 7667.703, 88698.981
INFO:root:96253.266, 7662.891, 88590.375
INFO:root:96316.025, 7665.920, 88650.105
INFO:root:95989.851, 7631.287, 88358.563
INFO:root:95484.679, 7640.715, 87843.964
INFO:root:95476.344, 7654.620, 87821.724
INFO:root:95322.714, 7647.961, 87674.753
INFO:root:95260.416, 7635.928, 87624.489
INFO:root:95112.563, 7637.448, 87475.115
INFO:root:95151.205, 7607.810, 87543.395
INFO:root:94632.104, 7626.384, 87005.719
INFO:root:94880.729, 7632.014, 87248.716
INFO:root:94654.399, 7621.156, 87033.244
INFO:root:94760.928, 7602.178, 87158.750
INFO:root:94219.133, 7610.616, 86608.518
INFO:root:94122.750, 7609.381, 86513.369
INFO:root:93753.657, 7605.315, 86148.342
INFO:root:93763.867, 7590.505, 86173.362
INFO:root:93708.068, 7606.332, 86101.736
INFO:root:93683.499, 7586.744, 86096.755
INFO:root:93248.305, 7576.002, 85672.302
INFO:root:93287.690, 7588.029, 85699.661
INFO:root:93075.138, 7583.590, 85491.548
INFO:root:93165.001, 7572.874, 85592.126
INFO:root:92816.057, 7564.446, 85251.611
INFO:root:93066.813, 7563.927, 85502.886
INFO:root:92540.027, 7558.820, 84981.208
INFO:root:92703.195, 7565.700, 85137.495
INFO:root:92439.673, 7555.304, 84884.369
INFO:root:92275.360, 7551.266, 84724.094
INFO:root:92003.686, 7539.822, 84463.864
INFO:root:91960.357, 7537.166, 84423.191
INFO:root:91986.482, 7533.357, 84453.126
INFO:root:91584.939, 7518.558, 84066.381
INFO:root:91740.776, 7520.793, 84219.983
INFO:root:91808.334, 7521.140, 84287.194
INFO:root:91567.165, 7515.596, 84051.569
INFO:root:91661.329, 7522.584, 84138.745
INFO:root:91311.768, 7491.188, 83820.580
INFO:root:91285.970, 7497.564, 83788.406
INFO:root:91185.813, 7500.653, 83685.160
INFO:root:91016.850, 7495.866, 83520.984
INFO:root:90531.372, 7468.388, 83062.984
INFO:root:90582.756, 7473.927, 83108.830
INFO:root:90821.934, 7474.628, 83347.307
INFO:root:90693.816, 7483.270, 83210.545
INFO:root:90603.753, 7464.768, 83138.985
INFO:root:90277.803, 7453.227, 82824.576
INFO:root:90441.909, 7458.803, 82983.106
INFO:root:90172.034, 7447.294, 82724.741
INFO:root:90321.990, 7452.983, 82869.006
INFO:root:89962.175, 7448.503, 82513.673
INFO:root:89939.374, 7443.290, 82496.084
INFO:root:90466.007, 7433.110, 83032.898
INFO:root:89585.807, 7435.578, 82150.229
INFO:root:89798.063, 7426.675, 82371.388
INFO:root:89534.435, 7418.966, 82115.469
INFO:root:89418.345, 7414.960, 82003.385
INFO:root:89198.330, 7412.648, 81785.681
INFO:root:89359.000, 7420.941, 81938.059
INFO:root:89412.726, 7408.976, 82003.750
INFO:root:89072.202, 7396.518, 81675.684
INFO:root:89264.592, 7395.086, 81869.506
INFO:root:88720.112, 7380.752, 81339.361
INFO:root:88782.759, 7391.148, 81391.612
INFO:root:88800.292, 7402.144, 81398.149
INFO:root:88942.150, 7375.737, 81566.413
INFO:root:88633.229, 7372.501, 81260.728
INFO:root:88477.375, 7374.370, 81103.005
INFO:root:88914.523, 7381.840, 81532.683
INFO:root:88521.984, 7355.446, 81166.539
INFO:root:88429.057, 7356.891, 81072.166
INFO:root:88120.453, 7355.595, 80764.858
INFO:root:87936.950, 7352.970, 80583.980
INFO:root:88272.034, 7348.694, 80923.340
INFO:root:88269.822, 7339.542, 80930.281
INFO:root:88074.709, 7340.851, 80733.858
INFO:root:87846.206, 7334.812, 80511.394
INFO:root:87908.809, 7328.931, 80579.878
INFO:root:88085.066, 7314.215, 80770.852
INFO:root:87590.384, 7320.018, 80270.366
INFO:root:87622.113, 7323.973, 80298.139
INFO:root:87625.381, 7304.675, 80320.706
INFO:root:87571.337, 7311.154, 80260.183
INFO:root:87404.698, 7306.432, 80098.266
INFO:root:87541.663, 7313.444, 80228.219
INFO:root:87533.947, 7297.002, 80236.945
INFO:root:87278.124, 7288.429, 79989.696
INFO:root:87272.779, 7298.516, 79974.263
INFO:root:87404.368, 7280.781, 80123.587
INFO:root:86952.645, 7270.607, 79682.038
INFO:root:86992.774, 7271.028, 79721.745
INFO:root:86961.284, 7255.700, 79705.585
INFO:root:86606.027, 7252.227, 79353.801
INFO:root:86570.722, 7252.780, 79317.942
INFO:root:87036.873, 7264.991, 79771.882
INFO:root:86768.559, 7248.848, 79519.712
INFO:root:86641.539, 7239.418, 79402.121
INFO:root:86481.745, 7246.970, 79234.774
INFO:root:86513.378, 7231.041, 79282.337
INFO:root:86260.646, 7237.566, 79023.080
INFO:root:86669.283, 7245.323, 79423.960
INFO:root:86629.715, 7231.845, 79397.869
INFO:root:86364.993, 7227.457, 79137.537
INFO:root:86101.844, 7218.167, 78883.677
INFO:root:86421.945, 7215.724, 79206.220
INFO:root:86258.213, 7208.469, 79049.744
INFO:root:86050.930, 7196.050, 78854.880
INFO:root:86195.739, 7206.075, 78989.664
INFO:root:85973.862, 7201.840, 78772.023
INFO:root:85845.700, 7191.965, 78653.736
INFO:root:85826.841, 7180.811, 78646.029
