INFO:root:Namespace(batch_size=50, beta=10.0, clip=10, device=device(type='cuda'), epochs=150, hdim=1024, learning_rate=0.0001, model='VRNN', nlayers=1, save_every=100, version='v1', xdim=64, zdim=32)
INFO:root:Starting VRNN training for 150 epochs.
INFO:root:Train Loss, KLD, Reconstruction Loss
INFO:root:513899.673, 501.057, 508889.099
INFO:root:297626.790, 280.059, 294826.195
INFO:root:240100.770, 420.045, 235900.324
INFO:root:220753.665, 407.571, 216677.952
INFO:root:210638.937, 399.140, 206647.536
INFO:root:205630.620, 397.440, 201656.218
INFO:root:202507.778, 401.543, 198492.345
INFO:root:199870.332, 401.349, 195856.840
INFO:root:197898.887, 401.717, 193881.722
INFO:root:196042.953, 405.798, 191984.968
INFO:root:194391.794, 406.843, 190323.368
INFO:root:192824.859, 408.175, 188743.108
INFO:root:191532.566, 411.298, 187419.585
INFO:root:190152.121, 411.369, 186038.433
INFO:root:188837.997, 414.817, 184689.829
INFO:root:187533.197, 414.975, 183383.447
INFO:root:186322.781, 416.764, 182155.139
INFO:root:185019.031, 421.041, 180808.618
INFO:root:183791.027, 422.816, 179562.865
INFO:root:182448.260, 422.687, 178221.389
INFO:root:181105.171, 426.657, 176838.603
INFO:root:179695.553, 425.302, 175442.534
INFO:root:178295.203, 427.851, 174016.698
INFO:root:177095.471, 429.864, 172796.828
INFO:root:175916.321, 430.002, 171616.299
INFO:root:174533.880, 430.848, 170225.398
INFO:root:173442.222, 433.328, 169108.943
INFO:root:172464.271, 433.764, 168126.630
INFO:root:171377.225, 436.923, 167007.995
INFO:root:170404.930, 438.001, 166024.916
INFO:root:169413.383, 442.194, 164991.444
INFO:root:168507.340, 441.885, 164088.488
INFO:root:167633.455, 444.194, 163191.515
INFO:root:166819.479, 445.578, 162363.697
INFO:root:165844.358, 446.464, 161379.717
INFO:root:165074.860, 449.140, 160583.460
INFO:root:164254.631, 451.254, 159742.087
INFO:root:163484.829, 454.085, 158943.982
INFO:root:162655.759, 456.220, 158093.562
INFO:root:161925.853, 459.443, 157331.418
INFO:root:161171.890, 462.346, 156548.429
INFO:root:160400.762, 463.026, 155770.503
INFO:root:159670.662, 465.680, 155013.863
INFO:root:158953.187, 468.796, 154265.223
INFO:root:158193.184, 469.669, 153496.498
INFO:root:157433.581, 470.566, 152727.916
INFO:root:156680.053, 473.911, 151940.942
INFO:root:156071.375, 477.218, 151299.197
INFO:root:155230.191, 478.000, 150450.193
INFO:root:154552.171, 480.780, 149744.376
INFO:root:153878.861, 482.279, 149056.071
INFO:root:153300.397, 483.079, 148469.604
INFO:root:152523.015, 484.156, 147681.457
INFO:root:151873.727, 484.706, 147026.666
INFO:root:151167.373, 486.888, 146298.494
INFO:root:150438.517, 489.369, 145544.824
INFO:root:149823.396, 486.419, 144959.208
INFO:root:149183.184, 490.135, 144281.837
INFO:root:148514.150, 491.802, 143596.128
INFO:root:147830.296, 490.636, 142923.939
INFO:root:147231.631, 495.859, 142273.042
INFO:root:146563.240, 494.624, 141617.004
INFO:root:145933.132, 496.327, 140969.859
INFO:root:145242.541, 498.012, 140262.421
INFO:root:144539.105, 497.198, 139567.122
INFO:root:144029.603, 500.358, 139026.023
INFO:root:143345.553, 499.639, 138349.158
INFO:root:142673.477, 500.565, 137667.827
INFO:root:142064.204, 503.021, 137033.998
INFO:root:141524.828, 506.307, 136461.755
INFO:root:140930.837, 506.659, 135864.246
INFO:root:140213.927, 507.203, 135141.895
INFO:root:139797.900, 509.490, 134702.997
INFO:root:139173.670, 511.380, 134059.873
INFO:root:138555.464, 512.421, 133431.252
INFO:root:137912.395, 514.012, 132772.273
INFO:root:137368.999, 513.059, 132238.414
INFO:root:136770.697, 513.036, 131640.338
INFO:root:136410.583, 516.121, 131249.379
INFO:root:135715.935, 517.196, 130543.973
INFO:root:135001.675, 516.484, 129836.836
INFO:root:134541.249, 521.749, 129323.757
INFO:root:134017.881, 519.824, 128819.644
INFO:root:133526.266, 521.433, 128311.940
INFO:root:132879.852, 523.744, 127642.416
INFO:root:132506.829, 524.957, 127257.263
INFO:root:131912.046, 526.542, 126646.622
INFO:root:131416.871, 527.844, 126138.427
INFO:root:131065.894, 531.750, 125748.393
INFO:root:130352.238, 531.960, 125032.636
INFO:root:129796.909, 531.272, 124484.193
INFO:root:129440.029, 535.721, 124082.818
INFO:root:128840.162, 536.310, 123477.062
INFO:root:128478.662, 536.807, 123110.588
INFO:root:128058.765, 540.339, 122655.380
INFO:root:127619.149, 539.047, 122228.683
INFO:root:126993.219, 542.187, 121571.347
INFO:root:126604.556, 543.158, 121172.973
INFO:root:126223.249, 544.331, 120779.936
INFO:root:125704.042, 546.199, 120242.050
INFO:root:125204.531, 544.682, 119757.714
INFO:root:124854.504, 550.447, 119350.036
INFO:root:124392.817, 548.130, 118911.513
INFO:root:123917.445, 550.438, 118413.066
INFO:root:123530.115, 549.358, 118036.532
INFO:root:123077.917, 550.673, 117571.188
INFO:root:122689.676, 552.126, 117168.412
INFO:root:122345.176, 551.242, 116832.756
INFO:root:121886.289, 554.655, 116339.737
INFO:root:121492.193, 553.244, 115959.756
INFO:root:121202.358, 553.464, 115667.721
INFO:root:120696.138, 554.757, 115148.570
INFO:root:120315.658, 559.172, 114723.940
INFO:root:119964.560, 555.847, 114406.087
INFO:root:119497.231, 555.734, 113939.893
INFO:root:119170.770, 559.947, 113571.299
INFO:root:118755.720, 559.920, 113156.517
INFO:root:118472.490, 560.388, 112868.611
INFO:root:118091.119, 562.308, 112468.038
INFO:root:117598.018, 563.446, 111963.553
INFO:root:117333.764, 561.124, 111722.520
INFO:root:116976.541, 563.861, 111337.930
INFO:root:116740.796, 562.962, 111111.175
INFO:root:116466.701, 561.356, 110853.145
INFO:root:115990.837, 562.220, 110368.640
INFO:root:115746.845, 564.838, 110098.465
INFO:root:115249.593, 566.608, 109583.512
INFO:root:114879.498, 564.484, 109234.662
INFO:root:114595.643, 564.495, 108950.694
INFO:root:114368.599, 565.427, 108714.331
INFO:root:113967.485, 565.357, 108313.913
INFO:root:113614.443, 567.766, 107936.780
INFO:root:113397.921, 568.421, 107713.708
INFO:root:113148.728, 568.858, 107460.148
INFO:root:112632.557, 567.372, 106958.842
INFO:root:112424.487, 570.109, 106723.398
INFO:root:112249.116, 568.856, 106560.560
INFO:root:111887.636, 568.447, 106203.169
INFO:root:111458.160, 570.468, 105753.477
INFO:root:111122.883, 569.744, 105425.443
INFO:root:110969.531, 570.323, 105266.305
