INFO:root:Namespace(K=3, a_dim=2, batch_size=32, clip=150, dataset='BouncingBall', device=device(type='cuda'), epochs=100, initial='False', learning_rate=0.0001, model='KVAE', save_every=10, scale=0.1, subdirectory='v1/finetuned4', x_dim=1, z_dim=4)
INFO:root:Loaded State Dict from saves/BouncingBall/kvae/v1/finetuned3/scale=0.3/kvae_state_dict_scale=0.3_99.pth.
INFO:root:Starting KVAE training for 100 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:433.47050865, 936.44070357, 341.14372399, 1.31728863, 242.10151361
INFO:root:394.65320383, 793.81312124, 318.93761410, 3.66572586, 231.92333012
INFO:root:393.44506857, 830.73025066, 315.78661837, 5.41457623, 244.00557879
INFO:root:391.47774571, 848.73083341, 313.42792895, 6.82326976, 251.58038612
INFO:root:390.08821273, 873.61880396, 310.69557822, 7.96924895, 260.66636463
INFO:root:388.78379366, 893.83271702, 308.19067111, 8.79015063, 268.11043145
INFO:root:387.82565940, 912.61408987, 305.94110904, 9.37686147, 274.98698940
INFO:root:386.94421116, 931.09685618, 303.61745944, 9.78293681, 281.55287277
INFO:root:386.80593887, 951.41756911, 301.63457105, 9.97039255, 288.10840641
INFO:root:386.14621761, 967.43178719, 299.30346913, 9.90043172, 293.56107539
INFO:root:385.30056425, 977.88759735, 297.33979263, 9.82799076, 297.25831069
INFO:root:385.37630966, 994.14938180, 295.46531842, 9.50394948, 302.51492582
INFO:root:384.92840024, 1003.36244347, 293.81514006, 9.22298736, 305.55553461
INFO:root:384.28326518, 1006.21017748, 292.60938686, 8.94714176, 306.58227073
INFO:root:384.96164702, 1025.45552598, 291.03909127, 8.62299941, 312.68765162
INFO:root:384.68183739, 1031.73777858, 289.76361201, 8.25555551, 314.66421198
INFO:root:384.03293856, 1031.10045765, 288.79119659, 7.86830617, 314.70354000
INFO:root:383.84695945, 1036.80637588, 287.78759221, 7.62127272, 316.40724250
INFO:root:384.54102854, 1048.54617757, 287.00143199, 7.31502315, 320.18340267
INFO:root:383.47034518, 1044.67724843, 286.02861227, 7.02599407, 319.06764192
INFO:root:384.07578559, 1055.25195468, 285.28149550, 6.73090907, 322.30426647
INFO:root:383.50705562, 1054.25764494, 284.55363338, 6.47234521, 322.13826018
INFO:root:383.86698352, 1062.27440084, 283.94359866, 6.30405623, 324.65385602
INFO:root:383.75853198, 1062.75817754, 283.47639145, 5.99367812, 324.80741620
INFO:root:383.24363399, 1062.32631455, 282.87847589, 5.86747449, 324.68501758
INFO:root:384.00797766, 1071.96582109, 282.42617584, 5.61478329, 327.80347982
INFO:root:382.92553389, 1065.15575511, 282.03480384, 5.62484791, 325.56782930
INFO:root:382.65322404, 1061.83573379, 281.96315226, 5.49350448, 324.60600310
INFO:root:382.85648682, 1064.43498240, 281.80254252, 5.38955542, 325.42812313
INFO:root:383.44141810, 1073.45850815, 281.34982980, 5.25426470, 328.16889924
INFO:root:382.82965224, 1067.73021645, 281.18792064, 5.13129343, 326.48226754
INFO:root:383.57975333, 1079.68454621, 280.72362057, 5.11232411, 330.13791282
INFO:root:382.60235383, 1070.07819226, 280.50186002, 4.90732665, 327.33444447
INFO:root:382.57798900, 1070.66297242, 280.41956247, 4.90787262, 327.33810386
INFO:root:383.64547285, 1084.51122036, 280.09500822, 4.90065787, 331.76767104
INFO:root:382.85337017, 1076.87891130, 279.89887485, 4.73339752, 329.39257579
INFO:root:384.22268945, 1095.20362261, 279.40251325, 4.70018777, 335.27534300
INFO:root:382.24819996, 1075.96617020, 279.17599371, 4.52441318, 329.10557935
INFO:root:382.54280786, 1077.97664492, 279.23554108, 4.49040090, 329.72978706
INFO:root:382.28545938, 1075.91507638, 279.17177917, 4.47782956, 329.19210602
INFO:root:382.30516840, 1075.07533760, 279.21400364, 4.41637076, 328.90975077
INFO:root:382.49556741, 1078.41373205, 279.14268834, 4.48849678, 329.90013113
INFO:root:383.07090289, 1085.44292008, 278.91721903, 4.39061153, 332.17328911
